Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Assay	Annotation	Action	Modification	Source	Reference	Note
SAP185	YJL098W	TIP41	YPR040W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP185	YJL098W	TOR1	YJR066W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP185	YJL098W	YAF9	YNL107W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP185	YJL098W	SMK1	YPR054W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP185	YJL098W	SSN8	YNL025C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP190	YKR028W	RTS3	YGR161C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP190	YKR028W	SIT4	YDL047W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP4	YGL229C	LST8	YNL006W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP4	YGL229C	MKS1	YNL076W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP4	YGL229C	TCO89	YPL180W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP4	YGL229C	TIP41	YPR040W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SAP4	YGL229C	TOR1	YJR066W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SCP160	YJL080C	SSN3	YPL042C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SCS2	YER120W	SKY1	YMR216C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SDP1	YIL113W	STE7	YDL159W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SDS22	YKL193C	PPQ1	YPL179W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SDS22	YKL193C	PPZ1	YML016C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SDS22	YKL193C	PPZ2	YDR436W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEA4	YBL104C	HRR25	YPL204W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEA4	YBL104C	KIN2	YLR096W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEA4	YBL104C	MCK1	YNL307C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEC13	YLR208W	MCK1	YNL307C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEC17	YBL050W	GLC7	YER133W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEC24	YIL109C	NNK1	YKL171W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEC7	YDR170C	CKA2	YOR061W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEF1	YBL066C	SKS1	YPL026C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEF1	YBL066C	VHS1	YDR247W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEH1	YGL100W	KIN2	YLR096W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SEH1	YGL100W	MCK1	YNL307C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SFI1	YLL003W	CDC31	YOR257W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SGF29	YCL010C	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SGF29	YCL010C	TRA1	YHR099W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SGF73	YGL066W	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SGV1	YPR161C	RIM1	YCR028C-A	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SHE3	YBR130C	NDC80	YIL144W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SHS1	YDL225W	GIN4	YDR507C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SHS1	YDL225W	RAD53	YPL153C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIC1	YLR079W	CLB4	YLR210W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIC1	YLR079W	CLB5	YPR120C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIC1	YLR079W	NPT1	YOR209C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIP1	YDR422C	EMI2	YDR516C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIP1	YDR422C	MPM1	YJL066C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIP1	YDR422C	SNF1	YDR477W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIP1	YDR422C	SNF4	YGL115W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIP1	YDR422C	STI1	YOR027W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIP2	YGL208W	PHB2	YGR231C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	CDC8	YJR057W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	CKA2	YOR061W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	FMP48	YGR052W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	NET1	YJL076W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	ADR1	YDR216W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	DNM1	YLL001W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	ERB1	YMR049C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIR2	YDL042C	VHS1	YDR247W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIS2	YKR072C	PPZ1	YML016C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIS2	YKR072C	PPZ2	YDR436W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	RTS3	YGR161C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	SAP185	YJL098W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	CCT3	YJL014W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	CCT4	YDL143W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	CCT6	YDR188W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	CCT7	YJL111W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	TAP42	YMR028W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	TCP1	YDR212W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	UBR1	YGR184C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIT4	YDL047W	SSN8	YNL025C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SIW14	YNL032W	OCA1	YNL099C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SKA1	YKL023W	SIR2	YDL042C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SKM1	YOL113W	MEX67	YPL169C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SKP1	YDR328C	GRR1	YJR090C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SKP1	YDR328C	TDA1	YMR291W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SKY1	YMR216C	HRB1	YNL004W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLA1	YBL007C	AKL1	YBR059C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLA1	YBL007C	ARK1	YNL020C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLA1	YBL007C	PKC1	YBL105C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLA1	YBL007C	PRK1	YIL095W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLD3	YGL113W	CLB5	YPR120C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLF1	YDR515W	SGV1	YPR161C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLH1	YGR271W	BCK1	YJL095W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLH1	YGR271W	MIH1	YMR036C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLI15	YBR156C	IPL1	YPL209C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLM1	YIL105C	BCK1	YJL095W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLM1	YIL105C	CBK1	YNL161W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLM1	YIL105C	RIO2	YNL207W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLM2	YNL047C	RIO2	YNL207W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	ASC1	YMR116C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	BCK1	YJL095W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	CBF5	YLR175W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	DIG1	YPL049C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	DSK2	YMR276W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	EBS1	YDR206W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	HRP1	YOL123W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	KIC1	YHR102W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	KIN2	YLR096W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	MKK1	YOR231W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	MKK2	YPL140C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	MPM1	YJL066C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	MSF1	YPR047W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	RLM1	YPL089C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	ROM1	YGR070W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	ROM2	YLR371W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	SKG3	YLR187W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	SOG2	YOR353C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	SRP54	YPR088C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	SSK2	YNR031C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	STE12	YHR084W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	SSK2	YNR031C	Affinity Capture-Western	manually curated	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	KIC1	YHR102W	Affinity Capture-Western	manually curated	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SLT2	YHR030C	STE12	YHR084W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SMC1	YFL008W	CDC5	YMR001C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SMC3	YJL074C	CDC5	YMR001C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF1	YDR477W	HRK1	YOR267C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF1	YDR477W	NPR1	YNL183C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF1	YDR477W	SIP2	YGL208W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF1	YDR477W	NET1	YJL076W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF1	YDR477W	SNF4	YGL115W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF1	YDR477W	NPR1	YNL183C	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF4	YGL115W	HRK1	YOR267C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF4	YGL115W	NPR1	YNL183C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF4	YGL115W	SIP2	YGL208W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF5	YBR289W	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SNF6	YHL025W	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SOH1	YGL127C	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPA2	YLL021W	MKK1	YOR231W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPB1	YCL054W	GLC7	YER133W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPB1	YCL054W	HRK1	YOR267C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC110	YDR356W	MSG5	YNL053W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC110	YDR356W	RTS3	YGR161C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC110	YDR356W	SSK1	YLR006C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC110	YDR356W	SWE1	YJL187C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC110	YDR356W	TCO89	YPL180W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC25	YER018C	MPS1	YDL028C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC42	YKL042W	CDC55	YGL190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC42	YKL042W	MPS1	YDL028C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC42	YKL042W	MSG5	YNL053W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPC42	YKL042W	SWE1	YJL187C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPS1	YDR523C	ARO8	YGL202W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT16	YGL207W	CKA2	YOR061W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT16	YGL207W	YGK3	YOL128C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT2	YER161C	NPR1	YNL183C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT3	YDR392W	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT5	YML010W	TPK2	YPL203W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT6	YGR116W	TPK2	YPL203W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT7	YBR081C	ADR1	YDR216W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT7	YBR081C	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SPT7	YBR081C	TRA1	YHR099W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SRB4	YER022W	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SRB7	YDR308C	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SRB8	YCR081W	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SRP1	YNL189W	CCL1	YPR025C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SRP1	YNL189W	RLM1	YPL089C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SRP40	YKR092C	HRK1	YOR267C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSK1	YLR006C	SSK2	YNR031C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSK22	YCR073C	PBS2	YJL128C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSK22	YCR073C	MMF1	YIL051C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSK22	YCR073C	SEC7	YDR170C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSK22	YCR073C	SSK1	YLR006C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSK22	YCR073C	SSK2	YNR031C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSN2	YDR443C	RCK1	YGL158W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
SSN3	YPL042C	SEC23	YPR181C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE12	YHR084W	KSS1	YGR040W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE12	YHR084W	DIG1	YPL049C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE12	YHR084W	DIG2	YDR480W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE12	YHR084W	KDX1	YKL161C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE2	YFL026W	MCK1	YNL307C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE2	YFL026W	PPN2	YNL217W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE20	YHL007C	CBK1	YNL161W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
STE20	YHL007C	EBS1	YDR206W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
